Day of Week Ending,Lineage Bin,Modeltype,Usa Or Hhsregion,Variant,95CI,Share
15-Jan-22,VOC,weighted,8,BA.4,NA,0
22-Jan-22,VOC,weighted,8,BA.4,NA,0
29-Jan-22,VOC,weighted,8,BA.4,NA,0
5-Feb-22,VOC,weighted,8,BA.4,NA,0
12-Feb-22,VOC,weighted,8,BA.4,NA,0
19-Feb-22,VOC,weighted,8,BA.4,NA,0
26-Feb-22,VOC,weighted,8,BA.4,NA,0
5-Mar-22,VOC,weighted,8,BA.4,NA,0
12-Mar-22,VOC,weighted,8,BA.4,NA,0
19-Mar-22,VOC,weighted,8,BA.4,NA,0
26-Mar-22,VOC,weighted,8,BA.4,NA,0
2-Apr-22,VOC,weighted,8,BA.4,NA,0
9-Apr-22,VOC,weighted,8,BA.4,NA,0
16-Apr-22,VOC,weighted,8,BA.4,NA,0
23-Apr-22,VOC,weighted,8,BA.4,0.0-0.7%,0.001874785
30-Apr-22,VOC,weighted,8,BA.4,0.0-0.5%,0.000676118
7-May-22,VOC,weighted,8,BA.4,0.8-8.7%,0.032216601
14-May-22,VOC,weighted,8,BA.4,0.1-7.2%,0.01464705
21-May-22,VOC,weighted,8,BA.4,0.6-4.9%,0.020569308
28-May-22,VOC,weighted,8,BA.4,1.2-7.7%,0.035021704
4-Jun-22,VOC,weighted,8,BA.4,3.5-7.5%,0.052410528
11-Jun-22,VOC,weighted,8,BA.4,7.2-13.3%,0.099491067
18-Jun-22,VOC,weighted,8,BA.4,6.7-9.6%,0.080735609
25-Jun-22,VOC,weighted,8,BA.4,7.5-15.4%,0.109684318
2-Jul-22,VOC,weighted,8,BA.4,10.5-21.7%,0.154588416
9-Jul-22,VOC,weighted,8,BA.4,9.0-19.5%,0.136267677
16-Jul-22,VOC,weighted,8,BA.4,8.4-17.5%,0.1242432
23-Jul-22,VOC,weighted,8,BA.4,8.0-18.2%,0.125018969
8-May-21,VOC,weighted,8,BA.4.6,NA,0
15-May-21,VOC,weighted,8,BA.4.6,NA,0
22-May-21,VOC,weighted,8,BA.4.6,NA,0
29-May-21,VOC,weighted,8,BA.4.6,NA,0
5-Jun-21,VOC,weighted,8,BA.4.6,NA,0
12-Jun-21,VOC,weighted,8,BA.4.6,NA,0
19-Jun-21,VOC,weighted,8,BA.4.6,NA,0
26-Jun-21,VOC,weighted,8,BA.4.6,NA,0
3-Jul-21,VOC,weighted,8,BA.4.6,NA,0
10-Jul-21,VOC,weighted,8,BA.4.6,NA,0
17-Jul-21,VOC,weighted,8,BA.4.6,NA,0
24-Jul-21,VOC,weighted,8,BA.4.6,NA,0
31-Jul-21,VOC,weighted,8,BA.4.6,NA,0
7-Aug-21,VOC,weighted,8,BA.4.6,NA,0
14-Aug-21,VOC,weighted,8,BA.4.6,NA,0
21-Aug-21,VOC,weighted,8,BA.4.6,NA,0
28-Aug-21,VOC,weighted,8,BA.4.6,NA,0
4-Sep-21,VOC,weighted,8,BA.4.6,NA,0
11-Sep-21,VOC,weighted,8,BA.4.6,NA,0
18-Sep-21,VOC,weighted,8,BA.4.6,NA,0
25-Sep-21,VOC,weighted,8,BA.4.6,NA,0
2-Oct-21,VOC,weighted,8,BA.4.6,NA,0
9-Oct-21,VOC,weighted,8,BA.4.6,NA,0
16-Oct-21,VOC,weighted,8,BA.4.6,NA,0
23-Oct-21,VOC,weighted,8,BA.4.6,NA,0
30-Oct-21,VOC,weighted,8,BA.4.6,NA,0
6-Nov-21,VOC,weighted,8,BA.4.6,NA,0
13-Nov-21,VOC,weighted,8,BA.4.6,NA,0
20-Nov-21,VOC,weighted,8,BA.4.6,NA,0
27-Nov-21,VOC,weighted,8,BA.4.6,NA,0
4-Dec-21,VOC,weighted,8,BA.4.6,NA,0
11-Dec-21,VOC,weighted,8,BA.4.6,NA,0
18-Dec-21,VOC,weighted,8,BA.4.6,NA,0
25-Dec-21,VOC,weighted,8,BA.4.6,NA,0
1-Jan-22,VOC,weighted,8,BA.4.6,NA,0
8-Jan-22,VOC,weighted,8,BA.4.6,NA,0
15-Jan-22,VOC,weighted,8,BA.4.6,NA,0
22-Jan-22,VOC,weighted,8,BA.4.6,NA,0
29-Jan-22,VOC,weighted,8,BA.4.6,NA,0
5-Feb-22,VOC,weighted,8,BA.4.6,NA,0
12-Feb-22,VOC,weighted,8,BA.4.6,NA,0
19-Feb-22,VOC,weighted,8,BA.4.6,NA,0
26-Feb-22,VOC,weighted,8,BA.4.6,NA,0
5-Mar-22,VOC,weighted,8,BA.4.6,NA,0
12-Mar-22,VOC,weighted,8,BA.4.6,NA,0
19-Mar-22,VOC,weighted,8,BA.4.6,NA,0
26-Mar-22,VOC,weighted,8,BA.4.6,NA,0
2-Apr-22,VOC,weighted,8,BA.4.6,NA,0
9-Apr-22,VOC,weighted,8,BA.4.6,NA,0
16-Apr-22,VOC,weighted,8,BA.4.6,NA,0
23-Apr-22,VOC,weighted,8,BA.4.6,NA,0
30-Apr-22,VOC,weighted,8,BA.4.6,NA,0
7-May-22,VOC,weighted,8,BA.4.6,NA,0
14-May-22,VOC,weighted,8,BA.4.6,NA,0
21-May-22,VOC,weighted,8,BA.4.6,NA,0
28-May-22,VOC,weighted,8,BA.4.6,NA,0
4-Jun-22,VOC,weighted,8,BA.4.6,NA,0
11-Jun-22,VOC,weighted,8,BA.4.6,0.1-0.6%,0.002337989
18-Jun-22,VOC,weighted,8,BA.4.6,0.0-0.3%,0.000515093
25-Jun-22,VOC,weighted,8,BA.4.6,0.0-0.8%,0.002258905
2-Jul-22,VOC,weighted,8,BA.4.6,0.7-3.2%,0.016570382
9-Jul-22,VOC,weighted,8,BA.4.6,0.3-2.0%,0.008480073
16-Jul-22,VOC,weighted,8,BA.4.6,0.9-2.8%,0.016349599
23-Jul-22,VOC,weighted,8,BA.4.6,0.0-3.8%,0.007129699
8-May-21,VOC,weighted,8,BA.5,NA,0
15-May-21,VOC,weighted,8,BA.5,NA,0
22-May-21,VOC,weighted,8,BA.5,NA,0
29-May-21,VOC,weighted,8,BA.5,NA,0
5-Jun-21,VOC,weighted,8,BA.5,NA,0
12-Jun-21,VOC,weighted,8,BA.5,NA,0
19-Jun-21,VOC,weighted,8,BA.5,NA,0
26-Jun-21,VOC,weighted,8,BA.5,NA,0
3-Jul-21,VOC,weighted,8,BA.5,NA,0
10-Jul-21,VOC,weighted,8,BA.5,NA,0
17-Jul-21,VOC,weighted,8,BA.5,NA,0
24-Jul-21,VOC,weighted,8,BA.5,NA,0
31-Jul-21,VOC,weighted,8,BA.5,NA,0
7-Aug-21,VOC,weighted,8,BA.5,NA,0
14-Aug-21,VOC,weighted,8,BA.5,NA,0
21-Aug-21,VOC,weighted,8,BA.5,NA,0
28-Aug-21,VOC,weighted,8,BA.5,NA,0
4-Sep-21,VOC,weighted,8,BA.5,NA,0
11-Sep-21,VOC,weighted,8,BA.5,NA,0
18-Sep-21,VOC,weighted,8,BA.5,NA,0
25-Sep-21,VOC,weighted,8,BA.5,NA,0
2-Oct-21,VOC,weighted,8,BA.5,NA,0
9-Oct-21,VOC,weighted,8,BA.5,NA,0
16-Oct-21,VOC,weighted,8,BA.5,NA,0
23-Oct-21,VOC,weighted,8,BA.5,NA,0
30-Oct-21,VOC,weighted,8,BA.5,NA,0
6-Nov-21,VOC,weighted,8,BA.5,NA,0
13-Nov-21,VOC,weighted,8,BA.5,NA,0
20-Nov-21,VOC,weighted,8,BA.5,NA,0
27-Nov-21,VOC,weighted,8,BA.5,NA,0
4-Dec-21,VOC,weighted,8,BA.5,NA,0
11-Dec-21,VOC,weighted,8,BA.5,NA,0
18-Dec-21,VOC,weighted,8,BA.5,0.0-0.5%,0.000695406
25-Dec-21,VOC,weighted,8,BA.5,NA,0
1-Jan-22,VOC,weighted,8,BA.5,NA,0
8-Jan-22,VOC,weighted,8,BA.5,NA,0
15-Jan-22,VOC,weighted,8,BA.5,NA,0
22-Jan-22,VOC,weighted,8,BA.5,NA,0
29-Jan-22,VOC,weighted,8,BA.5,NA,0
5-Feb-22,VOC,weighted,8,BA.5,NA,0
12-Feb-22,VOC,weighted,8,BA.5,NA,0
19-Feb-22,VOC,weighted,8,BA.5,NA,0
26-Feb-22,VOC,weighted,8,BA.5,NA,0
5-Mar-22,VOC,weighted,8,BA.5,NA,0
12-Mar-22,VOC,weighted,8,BA.5,NA,0
19-Mar-22,VOC,weighted,8,BA.5,NA,0
26-Mar-22,VOC,weighted,8,BA.5,NA,0
2-Apr-22,VOC,weighted,8,BA.5,NA,0
9-Apr-22,VOC,weighted,8,BA.5,NA,0
16-Apr-22,VOC,weighted,8,BA.5,NA,0
23-Apr-22,VOC,weighted,8,BA.5,0.0-1.4%,0.001546789
30-Apr-22,VOC,weighted,8,BA.5,0.0-0.5%,0.000676118
7-May-22,VOC,weighted,8,BA.5,0.0-0.6%,0.001401227
14-May-22,VOC,weighted,8,BA.5,0.2-1.1%,0.004945995
21-May-22,VOC,weighted,8,BA.5,0.7-2.5%,0.014096169
28-May-22,VOC,weighted,8,BA.5,1.9-8.9%,0.045672912
4-Jun-22,VOC,weighted,8,BA.5,5.9-14.4%,0.095638901
11-Jun-22,VOC,weighted,8,BA.5,13.0-18.4%,0.155250221
18-Jun-22,VOC,weighted,8,BA.5,29.5-36.9%,0.331501335
25-Jun-22,VOC,weighted,8,BA.5,40.0-48.8%,0.443854779
2-Jul-22,VOC,weighted,8,BA.5,51.7-60.2%,0.559931993
9-Jul-22,VOC,weighted,8,BA.5,61.0-75.8%,0.68724525
16-Jul-22,VOC,weighted,8,BA.5,70.3-77.8%,0.741874397
23-Jul-22,VOC,weighted,8,BA.5,73.8-86.8%,0.809329748
8-May-21,VOC,weighted,9,B.1.1.529,NA,0
15-May-21,VOC,weighted,9,B.1.1.529,0.0-2.3%,0.00306474
22-May-21,VOC,weighted,9,B.1.1.529,0.0-4.7%,0.006182868
29-May-21,VOC,weighted,9,B.1.1.529,0.0-3.9%,0.005145535
5-Jun-21,VOC,weighted,9,B.1.1.529,0.0-4.2%,0.005639394
12-Jun-21,VOC,weighted,9,B.1.1.529,NA,0
19-Jun-21,VOC,weighted,9,B.1.1.529,0.0-5.1%,0.006946847
26-Jun-21,VOC,weighted,9,B.1.1.529,0.0-2.0%,0.002683851
3-Jul-21,VOC,weighted,9,B.1.1.529,NA,0
10-Jul-21,VOC,weighted,9,B.1.1.529,NA,0
17-Jul-21,VOC,weighted,9,B.1.1.529,NA,0
24-Jul-21,VOC,weighted,9,B.1.1.529,NA,0
31-Jul-21,VOC,weighted,9,B.1.1.529,NA,0
7-Aug-21,VOC,weighted,9,B.1.1.529,NA,0
14-Aug-21,VOC,weighted,9,B.1.1.529,NA,0
21-Aug-21,VOC,weighted,9,B.1.1.529,NA,0
28-Aug-21,VOC,weighted,9,B.1.1.529,NA,0
4-Sep-21,VOC,weighted,9,B.1.1.529,NA,0
11-Sep-21,VOC,weighted,9,B.1.1.529,0.0-0.1%,7.92E-05
18-Sep-21,VOC,weighted,9,B.1.1.529,NA,0
25-Sep-21,VOC,weighted,9,B.1.1.529,NA,0
2-Oct-21,VOC,weighted,9,B.1.1.529,NA,0
9-Oct-21,VOC,weighted,9,B.1.1.529,NA,0
16-Oct-21,VOC,weighted,9,B.1.1.529,NA,0
23-Oct-21,VOC,weighted,9,B.1.1.529,NA,0
30-Oct-21,VOC,weighted,9,B.1.1.529,0.0-0.0%,6.93E-05
6-Nov-21,VOC,weighted,9,B.1.1.529,NA,0
13-Nov-21,VOC,weighted,9,B.1.1.529,NA,0
20-Nov-21,VOC,weighted,9,B.1.1.529,0.0-0.0%,6.58E-05
27-Nov-21,VOC,weighted,9,B.1.1.529,0.0-0.1%,0.000465533
4-Dec-21,VOC,weighted,9,B.1.1.529,0.1-0.4%,0.001754969
11-Dec-21,VOC,weighted,9,B.1.1.529,1.4-6.3%,0.031813454
18-Dec-21,VOC,weighted,9,B.1.1.529,13.1-49.5%,0.288578033
25-Dec-21,VOC,weighted,9,B.1.1.529,59.2-88.4%,0.759662271
1-Jan-22,VOC,weighted,9,B.1.1.529,84.7-93.7%,0.898224115
8-Jan-22,VOC,weighted,9,B.1.1.529,95.9-97.7%,0.969139099
15-Jan-22,VOC,weighted,9,B.1.1.529,97.5-98.3%,0.979455829
22-Jan-22,VOC,weighted,9,B.1.1.529,97.7-99.2%,0.9855901
29-Jan-22,VOC,weighted,9,B.1.1.529,96.8-98.9%,0.980673313
5-Feb-22,VOC,weighted,9,B.1.1.529,96.5-99.0%,0.980258107
12-Feb-22,VOC,weighted,9,B.1.1.529,95.0-98.1%,0.968390405
19-Feb-22,VOC,weighted,9,B.1.1.529,92.9-96.4%,0.948343039
26-Feb-22,VOC,weighted,9,B.1.1.529,88.2-92.2%,0.903550684
5-Mar-22,VOC,weighted,9,B.1.1.529,80.7-87.1%,0.84103626
12-Mar-22,VOC,weighted,9,B.1.1.529,64.9-76.8%,0.710757256
19-Mar-22,VOC,weighted,9,B.1.1.529,53.1-60.9%,0.57036382
26-Mar-22,VOC,weighted,9,B.1.1.529,32.9-43.4%,0.380610436
2-Apr-22,VOC,weighted,9,B.1.1.529,17.7-26.1%,0.216676697
9-Apr-22,VOC,weighted,9,B.1.1.529,9.6-13.2%,0.112930015
16-Apr-22,VOC,weighted,9,B.1.1.529,5.2-7.1%,0.061190058
23-Apr-22,VOC,weighted,9,B.1.1.529,2.4-4.4%,0.033075325
30-Apr-22,VOC,weighted,9,B.1.1.529,0.9-2.3%,0.014912509
7-May-22,VOC,weighted,9,B.1.1.529,0.4-0.8%,0.005409201
14-May-22,VOC,weighted,9,B.1.1.529,0.1-1.2%,0.004389656
21-May-22,VOC,weighted,9,B.1.1.529,0.1-0.9%,0.002955335
28-May-22,VOC,weighted,9,B.1.1.529,0.0-0.2%,0.000975722
4-Jun-22,VOC,weighted,9,B.1.1.529,0.0-0.3%,0.000328787
11-Jun-22,VOC,weighted,9,B.1.1.529,NA,0
18-Jun-22,VOC,weighted,9,B.1.1.529,0.0-0.1%,0.000365727
25-Jun-22,VOC,weighted,9,B.1.1.529,0.0-0.1%,7.80E-05
2-Jul-22,VOC,weighted,9,B.1.1.529,0.0-0.1%,0.000298845
9-Jul-22,VOC,weighted,9,B.1.1.529,NA,0
16-Jul-22,VOC,weighted,9,B.1.1.529,0.0-0.1%,0.000148927
23-Jul-22,VOC,weighted,9,B.1.1.529,NA,0
8-May-21,VOC,weighted,9,BA.2,NA,0
15-May-21,VOC,weighted,9,BA.2,NA,0
22-May-21,VOC,weighted,9,BA.2,NA,0
29-May-21,VOC,weighted,9,BA.2,NA,0
5-Jun-21,VOC,weighted,9,BA.2,NA,0
12-Jun-21,VOC,weighted,9,BA.2,NA,0
19-Jun-21,VOC,weighted,9,BA.2,NA,0
26-Jun-21,VOC,weighted,9,BA.2,NA,0
3-Jul-21,VOC,weighted,9,BA.2,NA,0
10-Jul-21,VOC,weighted,9,BA.2,NA,0
17-Jul-21,VOC,weighted,9,BA.2,NA,0
24-Jul-21,VOC,weighted,9,BA.2,NA,0
31-Jul-21,VOC,weighted,9,BA.2,NA,0
7-Aug-21,VOC,weighted,9,BA.2,NA,0
14-Aug-21,VOC,weighted,9,BA.2,NA,0
21-Aug-21,VOC,weighted,9,BA.2,NA,0
28-Aug-21,VOC,weighted,9,BA.2,NA,0
4-Sep-21,VOC,weighted,9,BA.2,NA,0
11-Sep-21,VOC,weighted,9,BA.2,NA,0
18-Sep-21,VOC,weighted,9,BA.2,NA,0
25-Sep-21,VOC,weighted,9,BA.2,NA,0
2-Oct-21,VOC,weighted,9,BA.2,NA,0
9-Oct-21,VOC,weighted,9,BA.2,NA,0
16-Oct-21,VOC,weighted,9,BA.2,NA,0
23-Oct-21,VOC,weighted,9,BA.2,NA,0
30-Oct-21,VOC,weighted,9,BA.2,NA,0
6-Nov-21,VOC,weighted,9,BA.2,NA,0
13-Nov-21,VOC,weighted,9,BA.2,NA,0
20-Nov-21,VOC,weighted,9,BA.2,NA,0
27-Nov-21,VOC,weighted,9,BA.2,NA,0
4-Dec-21,VOC,weighted,9,BA.2,NA,0
11-Dec-21,VOC,weighted,9,BA.2,NA,0
18-Dec-21,VOC,weighted,9,BA.2,NA,0
25-Dec-21,VOC,weighted,9,BA.2,NA,0
1-Jan-22,VOC,weighted,9,BA.2,0.0-0.1%,0.000350077
8-Jan-22,VOC,weighted,9,BA.2,0.1-0.2%,0.001220838
15-Jan-22,VOC,weighted,9,BA.2,0.3-0.6%,0.003872656
22-Jan-22,VOC,weighted,9,BA.2,0.5-1.3%,0.008649743
29-Jan-22,VOC,weighted,9,BA.2,0.8-2.5%,0.014654476
5-Feb-22,VOC,weighted,9,BA.2,0.9-3.1%,0.01751579
12-Feb-22,VOC,weighted,9,BA.2,1.8-4.8%,0.030413229
19-Feb-22,VOC,weighted,9,BA.2,3.5-6.7%,0.049242683
26-Feb-22,VOC,weighted,9,BA.2,7.8-9.9%,0.08825063
5-Mar-22,VOC,weighted,9,BA.2,12.8-19.2%,0.1579521
12-Mar-22,VOC,weighted,9,BA.2,23.2-35.2%,0.288951635
19-Mar-22,VOC,weighted,9,BA.2,38.6-46.7%,0.426054001
26-Mar-22,VOC,weighted,9,BA.2,55.8-65.9%,0.609112799
2-Apr-22,VOC,weighted,9,BA.2,71.7-79.5%,0.757774949
9-Apr-22,VOC,weighted,9,BA.2,81.3-84.9%,0.831823766
16-Apr-22,VOC,weighted,9,BA.2,81.7-85.6%,0.836951375
23-Apr-22,VOC,weighted,9,BA.2,78.3-81.1%,0.797594965
30-Apr-22,VOC,weighted,9,BA.2,69.1-73.5%,0.713444471
7-May-22,VOC,weighted,9,BA.2,60.0-65.6%,0.628207266
14-May-22,VOC,weighted,9,BA.2,49.9-55.1%,0.52468884
21-May-22,VOC,weighted,9,BA.2,40.8-45.8%,0.432702601
28-May-22,VOC,weighted,9,BA.2,32.5-35.6%,0.340487748
4-Jun-22,VOC,weighted,9,BA.2,23.9-27.9%,0.258306354
11-Jun-22,VOC,weighted,9,BA.2,16.5-19.3%,0.178575382
18-Jun-22,VOC,weighted,9,BA.2,11.2-14.5%,0.127730936
25-Jun-22,VOC,weighted,9,BA.2,7.5-9.2%,0.083455212
2-Jul-22,VOC,weighted,9,BA.2,3.8-6.1%,0.048664201
9-Jul-22,VOC,weighted,9,BA.2,2.8-3.9%,0.033128973
16-Jul-22,VOC,weighted,9,BA.2,1.5-2.1%,0.017805018
23-Jul-22,VOC,weighted,9,BA.2,0.8-1.6%,0.011803893
8-May-21,VOC,weighted,9,BA.2.12.1,NA,0
15-May-21,VOC,weighted,9,BA.2.12.1,NA,0
22-May-21,VOC,weighted,9,BA.2.12.1,NA,0
29-May-21,VOC,weighted,9,BA.2.12.1,NA,0
5-Jun-21,VOC,weighted,9,BA.2.12.1,NA,0
12-Jun-21,VOC,weighted,9,BA.2.12.1,NA,0
19-Jun-21,VOC,weighted,9,BA.2.12.1,NA,0
26-Jun-21,VOC,weighted,9,BA.2.12.1,NA,0
3-Jul-21,VOC,weighted,9,BA.2.12.1,NA,0
10-Jul-21,VOC,weighted,9,BA.2.12.1,NA,0
17-Jul-21,VOC,weighted,9,BA.2.12.1,NA,0
24-Jul-21,VOC,weighted,9,BA.2.12.1,NA,0
31-Jul-21,VOC,weighted,9,BA.2.12.1,NA,0
7-Aug-21,VOC,weighted,9,BA.2.12.1,NA,0
14-Aug-21,VOC,weighted,9,BA.2.12.1,NA,0
21-Aug-21,VOC,weighted,9,BA.2.12.1,NA,0
28-Aug-21,VOC,weighted,9,BA.2.12.1,NA,0
4-Sep-21,VOC,weighted,9,BA.2.12.1,NA,0
11-Sep-21,VOC,weighted,9,BA.2.12.1,NA,0
18-Sep-21,VOC,weighted,9,BA.2.12.1,NA,0
25-Sep-21,VOC,weighted,9,BA.2.12.1,NA,0
2-Oct-21,VOC,weighted,9,BA.2.12.1,NA,0
9-Oct-21,VOC,weighted,9,BA.2.12.1,NA,0
16-Oct-21,VOC,weighted,9,BA.2.12.1,NA,0
23-Oct-21,VOC,weighted,9,BA.2.12.1,NA,0
30-Oct-21,VOC,weighted,9,BA.2.12.1,NA,0
6-Nov-21,VOC,weighted,9,BA.2.12.1,NA,0
13-Nov-21,VOC,weighted,9,BA.2.12.1,NA,0
20-Nov-21,VOC,weighted,9,BA.2.12.1,NA,0
27-Nov-21,VOC,weighted,9,BA.2.12.1,NA,0
4-Dec-21,VOC,weighted,9,BA.2.12.1,NA,0
11-Dec-21,VOC,weighted,9,BA.2.12.1,NA,0
18-Dec-21,VOC,weighted,9,BA.2.12.1,NA,0
25-Dec-21,VOC,weighted,9,BA.2.12.1,NA,0
1-Jan-22,VOC,weighted,9,BA.2.12.1,NA,0
8-Jan-22,VOC,weighted,9,BA.2.12.1,NA,0
15-Jan-22,VOC,weighted,9,BA.2.12.1,NA,0
22-Jan-22,VOC,weighted,9,BA.2.12.1,NA,0
29-Jan-22,VOC,weighted,9,BA.2.12.1,NA,0
5-Feb-22,VOC,weighted,9,BA.2.12.1,NA,0
12-Feb-22,VOC,weighted,9,BA.2.12.1,NA,0
19-Feb-22,VOC,weighted,9,BA.2.12.1,NA,0
26-Feb-22,VOC,weighted,9,BA.2.12.1,0.0-2.3%,0.003504151
5-Mar-22,VOC,weighted,9,BA.2.12.1,NA,0
12-Mar-22,VOC,weighted,9,BA.2.12.1,NA,0
19-Mar-22,VOC,weighted,9,BA.2.12.1,0.0-0.6%,0.001946232
26-Mar-22,VOC,weighted,9,BA.2.12.1,0.3-1.6%,0.007384367
2-Apr-22,VOC,weighted,9,BA.2.12.1,1.3-3.0%,0.020249093
9-Apr-22,VOC,weighted,9,BA.2.12.1,3.7-6.7%,0.050504938
16-Apr-22,VOC,weighted,9,BA.2.12.1,7.9-11.7%,0.096820958
23-Apr-22,VOC,weighted,9,BA.2.12.1,14.8-17.3%,0.160128206
30-Apr-22,VOC,weighted,9,BA.2.12.1,23.7-27.9%,0.257630676
7-May-22,VOC,weighted,9,BA.2.12.1,33.0-37.8%,0.353891343
14-May-22,VOC,weighted,9,BA.2.12.1,41.8-46.5%,0.441244125
21-May-22,VOC,weighted,9,BA.2.12.1,48.5-53.1%,0.508052349
28-May-22,VOC,weighted,9,BA.2.12.1,55.3-58.0%,0.566715002
4-Jun-22,VOC,weighted,9,BA.2.12.1,56.8-61.2%,0.589743555
11-Jun-22,VOC,weighted,9,BA.2.12.1,52.2-56.6%,0.543902516
18-Jun-22,VOC,weighted,9,BA.2.12.1,43.8-49.1%,0.464743227
25-Jun-22,VOC,weighted,9,BA.2.12.1,30.5-34.1%,0.322502553
2-Jul-22,VOC,weighted,9,BA.2.12.1,21.8-25.8%,0.237886757
9-Jul-22,VOC,weighted,9,BA.2.12.1,12.7-15.5%,0.140824258
16-Jul-22,VOC,weighted,9,BA.2.12.1,8.4-10.3%,0.093223631
23-Jul-22,VOC,weighted,9,BA.2.12.1,5.2-6.9%,0.060507014
8-May-21,VOC,weighted,9,BA.4,NA,0
15-May-21,VOC,weighted,9,BA.4,NA,0
22-May-21,VOC,weighted,9,BA.4,NA,0
29-May-21,VOC,weighted,9,BA.4,NA,0
5-Jun-21,VOC,weighted,9,BA.4,NA,0
12-Jun-21,VOC,weighted,9,BA.4,NA,0
19-Jun-21,VOC,weighted,9,BA.4,NA,0
26-Jun-21,VOC,weighted,9,BA.4,NA,0
3-Jul-21,VOC,weighted,9,BA.4,NA,0
10-Jul-21,VOC,weighted,9,BA.4,NA,0
17-Jul-21,VOC,weighted,9,BA.4,NA,0
24-Jul-21,VOC,weighted,9,BA.4,NA,0
31-Jul-21,VOC,weighted,9,BA.4,NA,0
7-Aug-21,VOC,weighted,9,BA.4,NA,0
14-Aug-21,VOC,weighted,9,BA.4,NA,0
21-Aug-21,VOC,weighted,9,BA.4,NA,0
28-Aug-21,VOC,weighted,9,BA.4,NA,0
4-Sep-21,VOC,weighted,9,BA.4,NA,0
11-Sep-21,VOC,weighted,9,BA.4,NA,0
18-Sep-21,VOC,weighted,9,BA.4,NA,0
25-Sep-21,VOC,weighted,9,BA.4,NA,0
2-Oct-21,VOC,weighted,9,BA.4,NA,0
9-Oct-21,VOC,weighted,9,BA.4,NA,0
16-Oct-21,VOC,weighted,9,BA.4,NA,0
23-Oct-21,VOC,weighted,9,BA.4,NA,0
30-Oct-21,VOC,weighted,9,BA.4,NA,0
6-Nov-21,VOC,weighted,9,BA.4,NA,0
13-Nov-21,VOC,weighted,9,BA.4,NA,0
20-Nov-21,VOC,weighted,9,BA.4,NA,0
27-Nov-21,VOC,weighted,9,BA.4,NA,0
4-Dec-21,VOC,weighted,9,BA.4,NA,0
11-Dec-21,VOC,weighted,9,BA.4,NA,0
18-Dec-21,VOC,weighted,9,BA.4,NA,0
25-Dec-21,VOC,weighted,9,BA.4,NA,0
1-Jan-22,VOC,weighted,9,BA.4,NA,0
8-Jan-22,VOC,weighted,9,BA.4,NA,0
15-Jan-22,VOC,weighted,9,BA.4,NA,0
22-Jan-22,VOC,weighted,9,BA.4,NA,0
29-Jan-22,VOC,weighted,9,BA.4,NA,0
5-Feb-22,VOC,weighted,9,BA.4,NA,0
12-Feb-22,VOC,weighted,9,BA.4,NA,0
19-Feb-22,VOC,weighted,9,BA.4,NA,0
26-Feb-22,VOC,weighted,9,BA.4,0.0-0.5%,0.000647927
5-Mar-22,VOC,weighted,9,BA.4,NA,0
12-Mar-22,VOC,weighted,9,BA.4,NA,0
19-Mar-22,VOC,weighted,9,BA.4,NA,0
26-Mar-22,VOC,weighted,9,BA.4,NA,0
2-Apr-22,VOC,weighted,9,BA.4,0.0-0.2%,0.000293715
9-Apr-22,VOC,weighted,9,BA.4,NA,0
16-Apr-22,VOC,weighted,9,BA.4,0.0-0.2%,0.000466409
23-Apr-22,VOC,weighted,9,BA.4,0.0-0.8%,0.002251514
30-Apr-22,VOC,weighted,9,BA.4,0.3-1.2%,0.006337354
7-May-22,VOC,weighted,9,BA.4,0.3-1.2%,0.006129405
14-May-22,VOC,weighted,9,BA.4,0.9-1.6%,0.012264611
21-May-22,VOC,weighted,9,BA.4,1.7-3.7%,0.025690617
28-May-22,VOC,weighted,9,BA.4,3.5-4.8%,0.041136757
4-Jun-22,VOC,weighted,9,BA.4,4.6-7.2%,0.058481734
11-Jun-22,VOC,weighted,9,BA.4,8.4-10.1%,0.092127971
18-Jun-22,VOC,weighted,9,BA.4,9.6-12.5%,0.110067353
25-Jun-22,VOC,weighted,9,BA.4,11.3-13.6%,0.124021158
2-Jul-22,VOC,weighted,9,BA.4,10.4-13.5%,0.118988127
9-Jul-22,VOC,weighted,9,BA.4,9.5-12.0%,0.107075617
16-Jul-22,VOC,weighted,9,BA.4,9.1-11.0%,0.100056574
23-Jul-22,VOC,weighted,9,BA.4,8.3-10.2%,0.09233357
8-May-21,VOC,weighted,9,BA.4.6,NA,0
15-May-21,VOC,weighted,9,BA.4.6,NA,0
22-May-21,VOC,weighted,9,BA.4.6,NA,0
29-May-21,VOC,weighted,9,BA.4.6,NA,0
5-Jun-21,VOC,weighted,9,BA.4.6,NA,0
12-Jun-21,VOC,weighted,9,BA.4.6,NA,0
19-Jun-21,VOC,weighted,9,BA.4.6,NA,0
26-Jun-21,VOC,weighted,9,BA.4.6,NA,0
3-Jul-21,VOC,weighted,9,BA.4.6,NA,0
10-Jul-21,VOC,weighted,9,BA.4.6,NA,0
17-Jul-21,VOC,weighted,9,BA.4.6,NA,0
24-Jul-21,VOC,weighted,9,BA.4.6,NA,0
31-Jul-21,VOC,weighted,9,BA.4.6,NA,0
7-Aug-21,VOC,weighted,9,BA.4.6,NA,0
14-Aug-21,VOC,weighted,9,BA.4.6,NA,0
21-Aug-21,VOC,weighted,9,BA.4.6,NA,0
28-Aug-21,VOC,weighted,9,BA.4.6,NA,0
